,timestamp,event_name,source,fields,severity,message
1598,1664583001,very_high_temperature_log,E-74-2,"[{""device_name"": ""E-74-2"", ""ip_address"": ""10.3.74.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-74-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1597,1664583001,user_login_log,E-74-2,"[{""device_name"": ""E-74-2"", ""ip_address"": ""10.3.74.2""}]",info,2022-10-01 00:10:01: exec[5608]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid4455' from 'console' on E-74-2
1596,1664583001,high_temperature_log,E-74-2,"[{""device_name"": ""E-74-2"", ""ip_address"": ""10.3.74.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[1875]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-74-2 with hw revision hw-versa-0001"
1595,1664583001,user_login_failure_log,E-74-1,"[{""device_name"": ""E-74-1"", ""ip_address"": ""10.3.74.1""}]",info,2022-10-01 00:10:01: exec[6440]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
1594,1664583001,user_login_log,E-74-1,"[{""device_name"": ""E-74-1"", ""ip_address"": ""10.3.74.1""}]",info,2022-10-01 00:10:01: exec[1635]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid749' from 'console' on E-74-1
1593,1664583001,high_temperature_log,E-74-1,"[{""device_name"": ""E-74-1"", ""ip_address"": ""10.3.74.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[7418]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-74-1 with hw revision hw-versa-0001"
1592,1664583001,system_fan_log,E-73-1,"[{""device_name"": ""E-73-1"", ""ip_address"": ""10.3.73.1""}]",critical,2022-10-01 00:10:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
1591,1664583001,user_login_log,E-72-2,"[{""device_name"": ""E-72-2"", ""ip_address"": ""10.3.72.2""}]",info,2022-10-01 00:10:01: exec[9749]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid5785' from 'console' on E-72-2
1590,1664583001,system_fan_log,E-72-1,"[{""device_name"": ""E-72-1"", ""ip_address"": ""10.3.72.1""}]",critical,2022-10-01 00:10:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
1589,1664583001,user_login_log,E-71-2,"[{""device_name"": ""E-71-2"", ""ip_address"": ""10.3.71.2""}]",info,2022-10-01 00:10:01: exec[8126]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid5172' from 'console' on E-71-2
1603,1664583001,system_fan_log,E-78-2,"[{""device_name"": ""E-78-2"", ""ip_address"": ""10.3.78.2""}]",critical,2022-10-01 00:10:01: %ENVMON-2-SYSTEM_FAN_FAILED: Critical Warning: System Fan has failed. Please replace the fan to prevent system overheating
1587,1664583001,user_login_log,E-71-1,"[{""device_name"": ""E-71-1"", ""ip_address"": ""10.3.71.1""}]",info,2022-10-01 00:10:01: exec[2626]: %SECURITY-LOGIN-6-AUTHEN_SUCCESS : Successfully authenticated user 'uid5640' from 'console' on E-71-1
1586,1664583001,high_temperature_log,E-71-1,"[{""device_name"": ""E-71-1"", ""ip_address"": ""10.3.71.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[7835]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-71-1 with hw revision hw-versa-0001"
1585,1664583001,very_high_temperature_log,E-69-1,"[{""device_name"": ""E-69-1"", ""ip_address"": ""10.3.69.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-69-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1584,1664583001,very_high_temperature_log,E-68-2,"[{""device_name"": ""E-68-2"", ""ip_address"": ""10.3.68.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-68-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1605,1664583001,user_login_failure_log,E-79-1,"[{""device_name"": ""E-79-1"", ""ip_address"": ""10.3.79.1""}]",info,2022-10-01 00:10:01: exec[4864]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
1604,1664583001,very_high_temperature_log,E-78-2,"[{""device_name"": ""E-78-2"", ""ip_address"": ""10.3.78.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-78-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1572,1664583001,high_temperature_log,E-64-2,"[{""device_name"": ""E-64-2"", ""ip_address"": ""10.3.64.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[3034]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-64-2 with hw revision hw-versa-0001"
1573,1664583001,very_high_temperature_log,E-64-2,"[{""device_name"": ""E-64-2"", ""ip_address"": ""10.3.64.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-64-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1574,1664583001,high_temperature_log,E-65-1,"[{""device_name"": ""E-65-1"", ""ip_address"": ""10.3.65.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[9294]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-65-1 with hw revision hw-versa-0001"
1575,1664583001,high_temperature_log,E-65-2,"[{""device_name"": ""E-65-2"", ""ip_address"": ""10.3.65.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[1542]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-65-2 with hw revision hw-versa-0001"
1601,1664583001,user_login_failure_log,E-78-1,"[{""device_name"": ""E-78-1"", ""ip_address"": ""10.3.78.1""}]",info,2022-10-01 00:10:01: exec[8056]: %MGBL-exec-3-LOGIN_AUTHEN : Login Authentication failed. Exiting..
1576,1664583001,very_high_temperature_log,E-65-2,"[{""device_name"": ""E-65-2"", ""ip_address"": ""10.3.65.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-65-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1578,1664583001,very_high_temperature_log,E-66-2,"[{""device_name"": ""E-66-2"", ""ip_address"": ""10.3.66.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-66-2 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1579,1664583001,config_change_log,E-67-1,"[{""device_name"": ""E-67-1"", ""ip_address"": ""10.3.67.1""}]",info,2022-10-01 00:10:01: config[3288]: %MGBL-CONFIG-6-DB_COMMIT : Configuration committed by user 'UID4166'. Use 'show configuration commit changes 8327 to view the changes
1580,1664583001,very_high_temperature_log,E-67-1,"[{""device_name"": ""E-67-1"", ""ip_address"": ""10.3.67.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-67-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1581,1664583001,high_temperature_log,E-68-1,"[{""device_name"": ""E-68-1"", ""ip_address"": ""10.3.68.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[8097]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-68-1 with hw revision hw-versa-0001"
1582,1664583001,very_high_temperature_log,E-68-1,"[{""device_name"": ""E-68-1"", ""ip_address"": ""10.3.68.1"", ""hw_revision"": ""hw-versa-0001""}]",warning,2022-10-01 00:10:01: %ENVMON-2-IN_OUTLET_OVERTEMP: E-68-1 Warning: Intake Left Temperature 43C Exceeds 42C. Please resolve system cooling to prevent system damage
1583,1664583001,high_temperature_log,E-68-2,"[{""device_name"": ""E-68-2"", ""ip_address"": ""10.3.68.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[5554]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-68-2 with hw revision hw-versa-0001"
1577,1664583001,high_temperature_log,E-66-2,"[{""device_name"": ""E-66-2"", ""ip_address"": ""10.3.66.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[3133]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-66-2 with hw revision hw-versa-0001"
1602,1664583001,high_temperature_log,E-78-2,"[{""device_name"": ""E-78-2"", ""ip_address"": ""10.3.78.2"", ""hw_revision"": ""hw-versa-0001""}]",warning,"2022-10-01 00:10:01: shelf_mgr[534]: %INFRA-SHELF_MGR-3-HW_HIGH_TEMP : HW warning event HW_EVENT_FAILURE, event_reason_str 'High Temperature' for device E-78-2 with hw revision hw-versa-0001"
2005,1664583061,bgp_session_down,E-10-2,"[{""device_name"": ""E-10-2"", ""local_address"": ""12.10.2.2/30"", ""remote_peer_address"": ""12.10.2.1/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:11:01: bgp_mgr[7833]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.2.1/30 changed state to down in device E-10-2
2000,1664583061,bgp_session_down,C-1,"[{""device_name"": ""C-1"", ""local_address"": ""11.1.10.1/30"", ""remote_peer_address"": ""11.1.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:11:01: bgp_mgr[657]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.10.2/30 changed state to down in device C-1
2001,1664583061,bgp_session_down,C-2,"[{""device_name"": ""C-2"", ""local_address"": ""11.2.10.1/30"", ""remote_peer_address"": ""11.2.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:11:01: bgp_mgr[943]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.10.2/30 changed state to down in device C-2
2003,1664583061,bgp_session_down,C-4,"[{""device_name"": ""C-4"", ""local_address"": ""11.4.10.1/30"", ""remote_peer_address"": ""11.4.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:11:01: bgp_mgr[9351]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.10.2/30 changed state to down in device C-4
2002,1664583061,bgp_session_down,C-3,"[{""device_name"": ""C-3"", ""local_address"": ""11.3.10.1/30"", ""remote_peer_address"": ""11.3.10.2/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:11:01: bgp_mgr[3599]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.10.2/30 changed state to down in device C-3
2004,1664583061,bgp_session_down,E-10-1,"[{""device_name"": ""E-10-1"", ""local_address"": ""12.10.1.2/30"", ""remote_peer_address"": ""12.10.1.1/30"", ""remote_id"": ""PE-10""}]",critical,2022-10-01 00:11:01: bgp_mgr[424]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.1.1/30 changed state to down in device E-10-1
1933,1664583061,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.2.1/30"", ""remote_peer_address"": ""12.57.2.2/30"", ""remote_id"": ""E-57-2""}]",critical,2022-10-01 00:11:01: bgp_mgr[2427]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.2.2/30 changed state to down in device PE-57
1928,1664583061,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.1.57.2/30"", ""remote_peer_address"": ""11.1.57.1/30"", ""remote_id"": ""C-1""}]",critical,2022-10-01 00:11:01: bgp_mgr[8234]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.57.1/30 changed state to down in device PE-57
1969,1664583061,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""12.10.2.1/30"", ""remote_peer_address"": ""12.10.2.2/30"", ""remote_id"": ""E-10-2""}]",critical,2022-10-01 00:11:01: bgp_mgr[2730]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.2.2/30 changed state to down in device PE-10
1929,1664583061,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.2.57.2/30"", ""remote_peer_address"": ""11.2.57.1/30"", ""remote_id"": ""C-2""}]",critical,2022-10-01 00:11:01: bgp_mgr[740]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.57.1/30 changed state to down in device PE-57
1930,1664583061,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.3.57.2/30"", ""remote_peer_address"": ""11.3.57.1/30"", ""remote_id"": ""C-3""}]",critical,2022-10-01 00:11:01: bgp_mgr[3198]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.57.1/30 changed state to down in device PE-57
1931,1664583061,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.4.57.2/30"", ""remote_peer_address"": ""11.4.57.1/30"", ""remote_id"": ""C-4""}]",critical,2022-10-01 00:11:01: bgp_mgr[2385]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.57.1/30 changed state to down in device PE-57
1932,1664583061,bgp_session_down,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.1.1/30"", ""remote_peer_address"": ""12.57.1.2/30"", ""remote_id"": ""E-57-1""}]",critical,2022-10-01 00:11:01: bgp_mgr[4300]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.1.2/30 changed state to down in device PE-57
1964,1664583061,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.1.10.2/30"", ""remote_peer_address"": ""11.1.10.1/30"", ""remote_id"": ""C-1""}]",critical,2022-10-01 00:11:01: bgp_mgr[5698]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.10.1/30 changed state to down in device PE-10
1968,1664583061,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""12.10.1.1/30"", ""remote_peer_address"": ""12.10.1.2/30"", ""remote_id"": ""E-10-1""}]",critical,2022-10-01 00:11:01: bgp_mgr[6366]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.1.2/30 changed state to down in device PE-10
1967,1664583061,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.4.10.2/30"", ""remote_peer_address"": ""11.4.10.1/30"", ""remote_id"": ""C-4""}]",critical,2022-10-01 00:11:01: bgp_mgr[7452]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.10.1/30 changed state to down in device PE-10
1966,1664583061,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.3.10.2/30"", ""remote_peer_address"": ""11.3.10.1/30"", ""remote_id"": ""C-3""}]",critical,2022-10-01 00:11:01: bgp_mgr[1930]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.10.1/30 changed state to down in device PE-10
1965,1664583061,bgp_session_down,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.2.10.2/30"", ""remote_peer_address"": ""11.2.10.1/30"", ""remote_id"": ""C-2""}]",critical,2022-10-01 00:11:01: bgp_mgr[2901]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.10.1/30 changed state to down in device PE-10
1937,1664583121,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-4"", ""link_id"": ""11.4.57""}]",info,2022-10-01 00:12:01: if_mgr[2248]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-4 in device PE-57
1936,1664583121,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-3"", ""link_id"": ""11.3.57""}]",info,2022-10-01 00:12:01: if_mgr[1183]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-3 in device PE-57
1935,1664583121,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-2"", ""link_id"": ""11.2.57""}]",info,2022-10-01 00:12:01: if_mgr[211]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-2 in device PE-57
1934,1664583121,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""11.1.57""}]",info,2022-10-01 00:12:01: if_mgr[1338]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device PE-57
1939,1664583121,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-2-2"", ""link_id"": ""12.57.2""}]",info,2022-10-01 00:12:01: if_mgr[4341]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-2-2 in device PE-57
1938,1664583121,interface_up,PE-57,"[{""device_name"": ""PE-57"", ""interface_name"": ""et-1-2-1"", ""link_id"": ""12.57.1""}]",info,2022-10-01 00:12:01: if_mgr[1965]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-2-1 in device PE-57
2011,1664583181,interface_up,E-10-2,"[{""device_name"": ""E-10-2"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.10.2""}]",info,2022-10-01 00:13:01: if_mgr[6409]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device E-10-2
2006,1664583181,interface_up,C-1,"[{""device_name"": ""C-1"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.1.10""}]",info,2022-10-01 00:13:01: if_mgr[7618]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-1
2007,1664583181,interface_up,C-2,"[{""device_name"": ""C-2"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.2.10""}]",info,2022-10-01 00:13:01: if_mgr[2113]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-2
2008,1664583181,interface_up,C-3,"[{""device_name"": ""C-3"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.3.10""}]",info,2022-10-01 00:13:01: if_mgr[4617]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-3
1970,1664583181,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""11.1.10""}]",info,2022-10-01 00:13:01: if_mgr[9169]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device PE-10
1942,1664583181,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.3.57.2/30"", ""remote_peer_address"": ""11.3.57.1/30"", ""remote_id"": ""C-3""}]",info,2022-10-01 00:13:01: bgp_mgr[8823]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.57.1/30 changed state to up in device PE-57
1941,1664583181,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.2.57.2/30"", ""remote_peer_address"": ""11.2.57.1/30"", ""remote_id"": ""C-2""}]",info,2022-10-01 00:13:01: bgp_mgr[4675]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.57.1/30 changed state to up in device PE-57
1971,1664583181,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-2"", ""link_id"": ""11.2.10""}]",info,2022-10-01 00:13:01: if_mgr[1538]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-2 in device PE-10
1972,1664583181,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-3"", ""link_id"": ""11.3.10""}]",info,2022-10-01 00:13:01: if_mgr[1324]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-3 in device PE-10
1973,1664583181,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-1-4"", ""link_id"": ""11.4.10""}]",info,2022-10-01 00:13:01: if_mgr[4487]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-4 in device PE-10
1974,1664583181,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-2-1"", ""link_id"": ""12.10.1""}]",info,2022-10-01 00:13:01: if_mgr[5395]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-2-1 in device PE-10
1975,1664583181,interface_up,PE-10,"[{""device_name"": ""PE-10"", ""interface_name"": ""et-1-2-2"", ""link_id"": ""12.10.2""}]",info,2022-10-01 00:13:01: if_mgr[2190]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-2-2 in device PE-10
1940,1664583181,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.1.57.2/30"", ""remote_peer_address"": ""11.1.57.1/30"", ""remote_id"": ""C-1""}]",info,2022-10-01 00:13:01: bgp_mgr[5888]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.57.1/30 changed state to up in device PE-57
2010,1664583181,interface_up,E-10-1,"[{""device_name"": ""E-10-1"", ""interface_name"": ""et-1-1-1"", ""link_id"": ""12.10.1""}]",info,2022-10-01 00:13:01: if_mgr[7683]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-1 in device E-10-1
1945,1664583181,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.2.1/30"", ""remote_peer_address"": ""12.57.2.2/30"", ""remote_id"": ""E-57-2""}]",info,2022-10-01 00:13:01: bgp_mgr[4801]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.2.2/30 changed state to up in device PE-57
1944,1664583181,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""12.57.1.1/30"", ""remote_peer_address"": ""12.57.1.2/30"", ""remote_id"": ""E-57-1""}]",info,2022-10-01 00:13:01: bgp_mgr[6808]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.57.1.2/30 changed state to up in device PE-57
1943,1664583181,bgp_session_up,PE-57,"[{""device_name"": ""PE-57"", ""local_address"": ""11.4.57.2/30"", ""remote_peer_address"": ""11.4.57.1/30"", ""remote_id"": ""C-4""}]",info,2022-10-01 00:13:01: bgp_mgr[8787]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.57.1/30 changed state to up in device PE-57
2009,1664583181,interface_up,C-4,"[{""device_name"": ""C-4"", ""interface_name"": ""et-1-1-10"", ""link_id"": ""11.4.10""}]",info,2022-10-01 00:13:01: if_mgr[4993]: %INTF-STATE_MGR-3-STATE_CHANGE_EVENT : Interface changed state to up: et-1-1-10 in device C-4
2014,1664583241,bgp_session_up,C-3,"[{""device_name"": ""C-3"", ""local_address"": ""11.3.10.1/30"", ""remote_peer_address"": ""11.3.10.2/30"", ""remote_id"": ""PE-10""}]",info,2022-10-01 00:14:01: bgp_mgr[2439]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.3.10.2/30 changed state to up in device C-3
2017,1664583241,bgp_session_up,E-10-2,"[{""device_name"": ""E-10-2"", ""local_address"": ""12.10.2.2/30"", ""remote_peer_address"": ""12.10.2.1/30"", ""remote_id"": ""PE-10""}]",info,2022-10-01 00:14:01: bgp_mgr[6054]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.2.1/30 changed state to up in device E-10-2
2013,1664583241,bgp_session_up,C-2,"[{""device_name"": ""C-2"", ""local_address"": ""11.2.10.1/30"", ""remote_peer_address"": ""11.2.10.2/30"", ""remote_id"": ""PE-10""}]",info,2022-10-01 00:14:01: bgp_mgr[4887]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.2.10.2/30 changed state to up in device C-2
2015,1664583241,bgp_session_up,C-4,"[{""device_name"": ""C-4"", ""local_address"": ""11.4.10.1/30"", ""remote_peer_address"": ""11.4.10.2/30"", ""remote_id"": ""PE-10""}]",info,2022-10-01 00:14:01: bgp_mgr[7151]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.10.2/30 changed state to up in device C-4
2016,1664583241,bgp_session_up,E-10-1,"[{""device_name"": ""E-10-1"", ""local_address"": ""12.10.1.2/30"", ""remote_peer_address"": ""12.10.1.1/30"", ""remote_id"": ""PE-10""}]",info,2022-10-01 00:14:01: bgp_mgr[1470]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.1.1/30 changed state to up in device E-10-1
2012,1664583241,bgp_session_up,C-1,"[{""device_name"": ""C-1"", ""local_address"": ""11.1.10.1/30"", ""remote_peer_address"": ""11.1.10.2/30"", ""remote_id"": ""PE-10""}]",info,2022-10-01 00:14:01: bgp_mgr[575]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.1.10.2/30 changed state to up in device C-1
1981,1664583241,bgp_session_up,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""12.10.2.1/30"", ""remote_peer_address"": ""12.10.2.2/30"", ""remote_id"": ""E-10-2""}]",info,2022-10-01 00:14:01: bgp_mgr[8137]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.2.2/30 changed state to up in device PE-10
1980,1664583241,bgp_session_up,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""12.10.1.1/30"", ""remote_peer_address"": ""12.10.1.2/30"", ""remote_id"": ""E-10-1""}]",info,2022-10-01 00:14:01: bgp_mgr[8695]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 12.10.1.2/30 changed state to up in device PE-10
1979,1664583241,bgp_session_up,PE-10,"[{""device_name"": ""PE-10"", ""local_address"": ""11.4.10.2/30"", ""remote_peer_address"": ""11.4.10.1/30"", ""remote_id"": ""C-4""}]",info,2022-10-01 00:14:01: bgp_mgr[1625]: %BGP-STATE_MGR-3-STATE_CHANGE_EVENT : BGP session to 11.4.10.1/30 changed state to up in device PE-10
